TransactionAmount,TransactionHour,TransactionDayOfWeek,IsWeekend,TransactionDistanceKm,CustomerAge,CityPopulation,TransactionCategoryEncoded,IsFraud
85.41,4,1,0,40.84559064354858,71.0,76,4,0
33.48,16,0,0,53.09094215942663,31.0,128715,1,0
11.45,5,6,1,36.76295491538626,55.0,753116,9,0
12.18,18,1,0,76.45184752741609,44.0,172817,5,0
49.69,7,2,0,126.88910625019275,50.0,641349,3,0
56.61,16,6,1,76.96654904067225,35.0,498,7,0
135.72,5,1,0,87.96616953866459,39.0,647,4,0
74.38,19,6,1,66.07042456332596,37.0,140,10,0
8.24,20,4,0,89.01636875246794,51.0,75830,12,0
1147.36,23,6,1,73.5758131343639,29.0,20478,11,0
20.59,19,6,1,100.0039932733582,65.0,2135,7,0
50.14,15,2,0,111.4416505774041,68.0,937,0,0
72.4,19,6,1,96.45577025424456,45.0,2457,0,0
8.63,11,2,0,79.67402911639472,72.0,969,9,0
71.48,1,3,0,18.97473675697354,64.0,5908,3,0
9.7,3,0,0,123.96438523896306,68.0,1196,9,0
125.93,22,0,0,35.31394178164537,36.0,1228,5,0
76.27,7,3,0,110.65049763248936,53.0,3688,4,0
64.81,19,4,0,101.83799355889757,50.0,1643,7,0
2.52,23,6,1,81.00562793884292,54.0,31515,9,0
31.62,10,6,1,104.44615214549336,44.0,1789,3,0
53.24,16,0,0,119.22188087730818,32.0,71335,11,0
13.27,23,6,1,78.4533487008499,44.0,1789,6,0
72.38,4,0,0,92.97827501164491,53.0,190178,2,0
64.76,22,3,0,92.49713151022905,35.0,1382480,0,0
15.3,13,1,0,106.46760118283413,49.0,399,0,0
5.37,14,0,0,111.27059742168845,59.0,13835,6,0
7.34,2,5,1,80.24819136048662,64.0,207,9,0
89.34,7,0,0,47.007606662501935,27.0,6841,2,0
24.08,16,6,1,46.27142253371993,45.0,3104,6,0
23.59,19,5,1,61.42418081944261,72.0,4778,6,0
4.0,19,4,0,105.63782928151855,43.0,328,1,0
91.93,22,0,0,47.260719730558804,54.0,270712,12,0
119.61,16,1,0,69.58027482358001,51.0,5548,5,0
71.58,4,0,0,8.782184261014667,48.0,3279,4,0
2.94,0,2,0,69.4592776376682,80.0,184,11,0
51.69,8,1,0,77.0007266189748,59.0,673342,2,0
25.98,12,6,1,35.13447947471284,39.0,94325,6,0
4.97,13,1,0,98.5596077003776,43.0,178,13,0
147.47,12,3,0,43.88181705713033,47.0,757530,6,0
73.57,6,2,0,51.58725972570719,84.0,140,2,0
123.94,21,4,0,66.20990981151618,58.0,78968,7,0
47.25,2,0,0,117.5171172680434,84.0,2328,2,0
126.53,18,6,1,94.50993553788014,50.0,3776,0,0
3.31,6,0,0,47.122525435534044,82.0,914,8,0
71.73,4,6,1,92.39527789423964,74.0,10717,1,0
77.31,19,0,0,75.69060738468347,52.0,100,0,0
4.1,21,0,0,78.37200521075175,34.0,86954,11,0
3.23,1,4,0,69.72609505252076,64.0,2092,9,0
169.76,12,0,0,122.01132613495675,32.0,15623,10,0
1.7,9,4,0,98.62992208518833,68.0,1414,8,0
1113.37,22,1,0,80.811620246261,39.0,832,11,1
478.26,3,5,1,47.202578905318795,41.0,1970,8,0
78.39,20,5,1,46.66953933215468,29.0,276896,5,0
9.77,1,0,0,67.1589496295752,77.0,2661,12,0
244.38,15,2,0,91.23829444627872,53.0,302,11,0
3.36,9,0,0,88.85006713217875,59.0,581,8,0
21.53,15,4,0,98.10934039982621,64.0,1443,5,0
5.25,8,4,0,80.2886733150654,38.0,7268,8,0
45.15,22,0,0,106.37495190787713,71.0,4677,10,0
71.05,15,6,1,111.97589307685072,58.0,92985,1,0
70.13,15,1,0,87.07562532943187,40.0,795,1,0
20.19,22,5,1,108.09920435446384,64.0,1443,5,0
52.93,8,1,0,123.07774595548707,46.0,1532,3,0
122.19,5,3,0,107.02728130365024,70.0,489,4,0
199.26,18,6,1,62.09701928532431,25.0,272,12,0
3.3,14,0,0,77.54358628441823,84.0,2328,10,0
64.39,19,5,1,46.79175855629234,58.0,78968,10,0
61.1,1,0,0,83.26877653115393,56.0,67082,4,0
145.62,3,3,0,80.12250117831505,57.0,584,4,0
4.89,15,0,0,108.23282924454314,42.0,59744,11,0
22.63,18,5,1,97.93658823763562,63.0,2054,10,0
10.93,19,5,1,54.60539106687829,26.0,8874,0,0
247.97,0,4,0,106.87603566979317,47.0,79613,8,0
991.3,3,0,0,74.33901781615808,54.0,765,11,1
118.52,8,0,0,75.85596956305834,98.0,217,4,0
77.74,3,0,0,86.33011363266863,59.0,92337,2,0
163.57,8,0,0,89.49417100934225,91.0,1533,4,0
7.84,22,1,0,38.11308630865863,54.0,18408,0,0
42.77,20,0,0,13.92386417354279,59.0,301,0,0
3.76,20,3,0,103.51043810883525,41.0,718,11,0
1.18,12,6,1,92.3116317511913,39.0,910148,12,0
4.19,14,2,0,60.9556217911906,31.0,518429,10,0
34.65,6,6,1,32.25164906595631,36.0,137,9,0
38.08,13,1,0,80.13097888543389,58.0,743,1,0
52.16,17,4,0,47.80165041249587,47.0,349,1,0
2.7,11,4,0,77.80776395138554,68.0,4895,8,0
6.73,18,3,0,102.3769191096929,49.0,16183,12,0
9.02,17,4,0,126.71257998897731,31.0,93193,12,0
92.87,10,4,0,133.65296023755528,75.0,427,4,0
91.66,4,0,0,35.037066244318325,42.0,1858,4,0
2.78,7,4,0,109.71299501834511,71.0,4677,9,0
9.48,23,6,1,63.35651927934196,50.0,1643,12,0
16.2,11,4,0,30.472738036892405,56.0,3289,0,0
102.54,4,0,0,60.728968332816606,44.0,639,4,0
49.73,8,0,0,125.29913042942766,72.0,26120,1,0
102.33,1,6,1,108.81678019769961,46.0,509,4,0
144.67,12,3,0,36.4334217895136,29.0,606,0,0
7.0,22,2,0,75.93069292279749,47.0,757530,9,0
30.87,14,5,1,99.66565214359532,42.0,59744,7,0
35.87,9,6,1,105.25405824474964,38.0,7268,4,0
56.31,10,0,0,83.64005157232239,56.0,34496,3,0
80.54,20,3,0,45.38503817008939,59.0,206,1,0
56.44,8,5,1,78.970428986963,29.0,20478,2,0
5.15,5,6,1,51.8001717871704,70.0,1892,11,0
33.15,19,6,1,74.56140377854115,73.0,4603,7,0
61.27,15,0,0,54.31162139482815,92.0,276002,7,0
1.01,6,3,0,77.57420459519304,70.0,489,11,0
3.77,10,1,0,47.29094608516754,42.0,6006,8,0
73.4,17,2,0,116.50508690974189,93.0,341,7,0
19.11,3,2,0,84.15469258876395,27.0,3807,3,0
38.56,17,6,1,97.96801628428469,59.0,899,7,0
81.56,15,2,0,18.961545400558855,33.0,42384,6,0
39.14,17,6,1,89.02474836778323,54.0,343,6,0
61.38,2,6,1,92.6037864874096,31.0,733,2,0
40.86,19,6,1,38.162230903314395,54.0,213,7,0
71.17,16,0,0,51.634754192840425,41.0,928,10,0
7.52,21,0,0,63.296809404827606,56.0,1979,10,0
72.82,5,0,0,116.56734536039885,29.0,31394,4,0
44.58,1,0,0,71.40835890397699,72.0,695,2,0
118.8,0,4,0,73.47235528032347,42.0,1858,4,0
195.2,14,2,0,96.64633244148503,65.0,2208,0,0
6.81,0,1,0,65.00561840661709,59.0,5989,12,0
46.85,10,3,0,102.66045856368542,48.0,10076,9,0
3.32,20,6,1,71.38724931590407,62.0,2317,13,0
217.73,9,3,0,70.66584097612805,61.0,470,11,0
3.74,17,1,0,49.52309032537334,46.0,493806,13,0
57.7,20,3,0,44.222061993641844,39.0,910148,5,0
10.73,12,0,0,77.2004734744837,33.0,42384,6,0
147.24,2,6,1,24.27731377024598,33.0,970,12,0
128.77,7,3,0,73.42180277071435,53.0,2121,4,0
105.79,14,0,0,89.04280739255282,41.0,20328,7,0
33.44,6,4,0,121.7629199771191,41.0,94014,3,0
16.09,16,0,0,69.56313932138514,39.0,5211,10,0
1.19,12,2,0,46.54413839203407,80.0,128,6,0
41.41,20,1,0,12.465326851203685,35.0,107941,11,0
70.22,2,1,0,57.51096846021709,85.0,4593,2,0
53.06,10,6,1,94.4730332248198,28.0,4542,2,0
283.18,13,3,0,79.91614800067413,97.0,276,5,0
36.82,17,0,0,87.31165742954083,80.0,2518,10,0
224.34,13,5,1,83.39641300709339,64.0,4154,5,0
6.68,19,4,0,76.91428212877936,50.0,1766,12,0
218.79,20,5,1,41.29416074898337,71.0,1126,5,0
7.49,8,6,1,79.24966793808838,76.0,13717,12,0
117.78,9,6,1,103.19971947550808,37.0,286,12,0
52.3,22,6,1,88.49989397802595,25.0,272,4,0
26.94,21,4,0,83.94254048392176,34.0,4512,1,0
37.01,14,5,1,53.434709511083064,57.0,1656,5,0
32.77,23,3,0,23.149631732912685,50.0,513,7,0
2.9,19,3,0,35.482901745573926,39.0,54767,11,0
61.83,12,2,0,70.56142531347828,34.0,86954,7,0
7.07,14,6,1,92.39219401925874,55.0,2036,0,0
34.06,23,6,1,50.0578650691882,85.0,68211,10,0
38.96,7,6,1,78.04006354861457,35.0,1654,9,0
4.28,6,3,0,99.74017005961774,71.0,355,11,0
58.26,6,0,0,44.21810649989956,34.0,1352,2,0
991.22,22,6,1,61.74023918200832,97.0,1146,11,1
23.06,15,1,0,23.37954411316469,31.0,5341,7,0
30.96,17,2,0,68.98736291168763,29.0,3224,1,0
29.93,10,4,0,68.9361914323491,42.0,1858,9,0
45.42,17,1,0,106.11359271387938,42.0,21134,7,0
52.42,5,6,1,106.53672418230626,56.0,551,2,0
69.53,4,1,0,92.75553997387284,39.0,2206,4,0
4.05,14,6,1,125.58507203868024,47.0,172247,7,0
118.63,4,6,1,103.32622554004098,62.0,1850,4,0
19.96,3,5,1,68.89814024988887,32.0,391389,9,0
120.41,6,4,0,18.446216826305804,78.0,1190,4,0
172.65,14,2,0,84.84224748998896,27.0,976,12,0
14.87,17,2,0,47.49981359513052,43.0,1574,5,0
100.95,21,5,1,25.314482963181405,54.0,863,0,0
44.92,17,3,0,73.31605553532759,46.0,509,10,0
3.88,19,0,0,56.76365666949863,33.0,19408,12,0
52.73,19,5,1,91.48006697233353,74.0,1263321,7,0
65.64,2,0,0,104.61892277321444,33.0,116001,2,0
9.81,21,4,0,76.95401737788717,29.0,20478,13,0
6.1,1,3,0,60.55599580478573,101.0,9784,12,0
34.24,9,1,0,66.7370317255851,36.0,3085,3,0
795.23,9,5,1,88.48081181995916,72.0,602,11,0
26.86,19,5,1,62.87274564688317,32.0,391389,10,0
77.59,10,0,0,103.95633821620022,41.0,1970,2,0
2.94,21,0,0,9.523033829842209,31.0,128715,1,0
136.46,17,6,1,17.7241471100701,36.0,137,12,0
103.92,17,5,1,31.561429808696026,88.0,376,1,0
12.77,17,5,1,76.06108352072027,41.0,76383,1,0
74.8,21,5,1,72.71631271415343,46.0,1126,5,0
22.37,21,6,1,92.84240456169614,57.0,25459,10,0
232.13,7,3,0,89.12931895540902,86.0,1363,9,0
60.18,2,5,1,111.53160873205337,42.0,3451,2,0
8.87,21,2,0,98.41932185335847,35.0,69,10,0
88.44,12,6,1,26.033993013989775,49.0,8269,7,0
85.84,9,5,1,51.23365876527293,43.0,186140,3,0
28.52,14,5,1,114.61404560538699,63.0,2078,6,0
78.33,18,0,0,100.19424046971447,59.0,2435,6,0
20.35,21,0,0,66.83889337261718,70.0,222785,6,0
70.87,15,2,0,88.6352822909058,54.0,31515,7,0
234.86,11,1,0,84.27458789095304,73.0,4603,0,0
54.25,15,5,1,101.18510308188795,78.0,1190,1,0
48.35,1,4,0,88.87725444200372,80.0,5732,2,0
1.44,13,0,0,41.81935051515301,48.0,158701,11,0
45.37,12,5,1,42.80336667546444,61.0,2786,10,0
58.58,1,6,1,79.47933963930335,28.0,17867,2,0
52.48,6,2,0,72.47064360615457,38.0,1847,2,0
92.9,7,6,1,24.15818987466792,85.0,4593,3,0
69.04,11,6,1,112.5009481187891,37.0,167,4,0
5.66,17,0,0,119.64059339825718,29.0,1075,1,0
9.99,9,6,1,120.52537979965574,65.0,1132,0,0
51.72,3,2,0,109.66921522119097,33.0,15269,8,0
10.02,0,1,0,70.26203421158625,22.0,2135,3,0
137.71,15,3,0,96.5103380780491,63.0,67082,6,0
52.2,10,6,1,71.83960291751049,47.0,237282,9,0
123.64,21,6,1,97.27653129512849,54.0,22930,6,0
9.32,21,6,1,94.43753126282874,34.0,86954,9,0
4.17,16,6,1,104.28972431818603,51.0,1725,11,0
185.46,10,4,0,99.48064901796369,63.0,91,4,0
99.05,10,5,1,22.4495037790884,58.0,78968,3,0
23.86,21,6,1,33.25759146525491,44.0,1789,9,0
21.07,17,3,0,78.90863152310526,42.0,50489,10,0
37.67,17,4,0,56.63304587016467,42.0,207410,6,0
175.28,12,0,0,102.4661801810168,38.0,7268,1,0
1.19,11,1,0,100.18187102659844,34.0,86954,8,0
57.8,16,0,0,108.92293512932898,33.0,5161,7,0
25.14,17,0,0,64.21471423971524,41.0,718,10,0
6.49,22,6,1,91.46090421184243,29.0,973849,13,0
58.99,15,0,0,75.2771460587275,29.0,230,8,0
68.75,13,6,1,84.30888307061976,41.0,2906700,6,0
60.37,11,5,1,69.43554037111663,42.0,59744,2,0
10.04,15,3,0,36.52915607553051,70.0,70,6,0
72.8,20,6,1,46.90646781976592,61.0,2786,1,0
4.15,21,1,0,25.513954791541316,38.0,7646,12,0
48.6,2,6,1,14.24358019889373,60.0,519,3,0
5.57,16,4,0,90.35271789751341,39.0,2872,10,0
74.44,15,1,0,51.78978061363696,52.0,1804,5,0
31.59,22,4,0,107.37799371519952,32.0,22191,10,0
207.14,8,3,0,56.013108180014825,55.0,14228,4,0
241.62,21,0,0,97.89203581924043,49.0,9521,10,0
103.03,5,0,0,7.655537041837753,35.0,498,4,0
4.95,17,3,0,91.88624751972863,54.0,18408,12,0
132.08,17,4,0,136.8616558855603,59.0,899,7,0
8.96,13,5,1,76.72489652884104,26.0,111,5,0
3.81,13,6,1,99.23413310990941,31.0,1595797,1,0
61.42,18,4,0,60.36449588776818,41.0,35439,5,0
195.15,3,5,1,46.82231525780567,41.0,224256,4,0
2.31,11,3,0,101.10967326518882,57.0,568,12,0
32.51,3,2,0,92.56484909195392,67.0,2383912,1,0
94.05,13,0,0,62.95697576120604,41.0,94014,10,0
52.5,17,5,1,78.01454670015747,36.0,419,7,0
25.4,18,6,1,67.66755929267009,28.0,4542,7,0
140.1,22,0,0,67.78450757918547,49.0,7155,5,0
137.42,6,0,0,97.29840802466016,45.0,1312922,9,0
49.51,22,4,0,91.83506519161698,38.0,3285,1,0
77.5,23,1,0,83.31205354225082,48.0,3279,1,0
5.73,8,2,0,121.72059022721554,56.0,1979,11,0
12.18,3,4,0,78.29391068868665,60.0,24645,1,0
35.66,7,6,1,94.20940216842426,24.0,1700,3,0
16.3,20,0,0,84.7326728876856,80.0,522,1,0
52.79,2,5,1,76.67333139086128,65.0,2135,2,0
7.88,17,6,1,76.59414752331693,52.0,100,9,0
58.02,8,6,1,94.61420275542187,44.0,1442,3,0
125.6,14,0,0,68.66065675858523,63.0,1293,6,0
90.08,3,6,1,46.22587048690243,75.0,43102,4,0
69.91,0,5,1,90.69024375021036,66.0,502,2,0
83.75,19,5,1,100.07748377649422,39.0,2206,0,0
8.21,3,6,1,67.60942044966718,31.0,5719,9,0
66.61,20,1,0,57.1414807568068,28.0,9594,4,0
4.47,18,6,1,74.26337567824635,32.0,8333,12,0
23.41,8,5,1,115.10044910898229,70.0,263,9,0
28.15,17,3,0,27.904950704472643,37.0,5662,5,0
79.1,11,6,1,46.37554186733081,43.0,106,2,0
5.96,14,4,0,91.82635030661842,80.0,450,10,0
9.89,3,1,0,66.66998006258565,60.0,640470,11,0
133.33,5,6,1,119.36700519347353,60.0,129,4,0
19.36,19,6,1,30.649959366601422,60.0,516,7,0
74.32,3,6,1,17.57059370767607,63.0,67082,4,0
8.98,22,0,0,110.09761452604002,26.0,28739,11,0
6.88,22,4,0,92.32008376954043,50.0,1766,11,0
9.99,13,5,1,108.30582133449133,29.0,20478,11,0
17.44,12,0,0,126.53182960339346,31.0,1595797,0,0
1.79,4,4,0,108.97462796447256,60.0,717255,0,0
85.19,19,2,0,124.95971441458566,54.0,863,7,0
23.18,14,0,0,66.11555054991354,33.0,123373,1,0
14.59,15,5,1,70.44655948584712,80.0,2290,6,0
2.69,14,0,0,36.45458003212659,48.0,3279,9,0
67.62,21,6,1,144.04548469520614,42.0,2060,0,0
2.38,8,6,1,52.36147244199889,58.0,1666,11,0
69.29,16,2,0,70.62512616392523,43.0,178,7,0
20.39,6,5,1,82.99470494756036,43.0,178,3,0
136.51,16,1,0,86.85631647203964,69.0,1758,7,0
25.76,14,3,0,65.8311379434804,74.0,1078,1,0
223.2,10,1,0,71.59756670317043,47.0,13983,4,0
76.63,19,6,1,49.33987256197369,66.0,459921,10,0
57.22,23,0,0,76.69482652350749,27.0,895,4,0
7.84,15,6,1,111.22517514635567,46.0,493806,9,0
88.51,0,2,0,74.24876551704874,46.0,1126,11,0
93.68,16,1,0,34.26476566674795,33.0,5216,12,0
77.22,15,1,0,96.71912616770716,31.0,899,5,0
5.89,16,0,0,44.22067054553213,60.0,653,7,0
169.12,21,2,0,108.22268469634153,42.0,85,5,0
68.17,20,2,0,82.39644737688855,45.0,6508,6,0
53.37,20,1,0,108.67099098900138,36.0,52,1,0
111.97,1,4,0,86.95194661587489,64.0,4367,2,0
29.85,22,1,0,3.582462413281437,97.0,19090,7,0
4.39,19,4,0,123.02117113090596,57.0,584,13,0
109.47,12,0,0,9.855231841285166,84.0,3119,7,0
14.72,13,0,0,46.304566789533816,54.0,1089,1,0
29.21,15,3,0,50.18019617468965,29.0,230,11,0
4.1,15,4,0,39.0956374945815,45.0,47249,11,0
8.01,16,4,0,114.08775307151885,50.0,1643,11,0
93.03,15,3,0,123.1425576730965,64.0,6629,5,0
113.23,4,0,0,104.04525436019013,93.0,341,4,0
61.87,3,2,0,34.94331667354895,91.0,1461,2,0
3.79,17,1,0,101.8293503044977,36.0,302,11,0
9.2,21,1,0,17.595787475157884,42.0,79008,1,0
5.89,22,4,0,67.45573453864256,38.0,1241364,10,0
27.02,17,0,0,39.9650775446008,56.0,1304,5,0
109.81,14,0,0,61.11964590890466,47.0,6469,1,0
2.6,17,4,0,104.3324088278476,38.0,545147,12,0
5.6,15,5,1,77.21207366101793,54.0,863,11,0
26.92,7,0,0,91.04749764664595,66.0,3487,8,0
155.86,17,5,1,75.11773749808093,58.0,413574,7,0
47.78,1,6,1,120.73480871633109,27.0,976,2,0
26.0,12,3,0,52.97416927652755,50.0,313,1,0
148.24,14,4,0,66.89702158872181,45.0,13973,7,0
71.88,2,0,0,75.30832294494806,50.0,1645,2,0
14.99,16,0,0,110.20600452268908,38.0,1847,5,0
7.97,3,2,0,52.442012030847025,80.0,2290,9,0
238.53,11,0,0,43.999890843325936,68.0,308,11,0
130.63,11,6,1,102.78566219403628,71.0,1126,4,0
26.97,14,4,0,54.85048653776744,55.0,753116,10,0
5.25,3,5,1,18.93786793304316,55.0,84106,9,0
159.79,8,2,0,37.11976688103168,63.0,269,4,0
15.24,8,2,0,74.33115811988792,60.0,653,0,0
2.19,23,5,1,84.2993743466189,43.0,328,11,0
17.52,23,3,0,77.50494167272957,42.0,6006,6,0
4.12,18,2,0,56.95218589242946,23.0,5666,12,0
124.16,18,2,0,64.51108231887528,57.0,23,7,0
115.58,15,5,1,96.61882620515779,59.0,581,5,0
493.73,17,5,1,70.55518596003373,40.0,99,13,0
12.58,17,1,0,89.18027000074537,48.0,10076,0,0
70.22,19,4,0,112.15402069300383,51.0,964,10,0
38.31,18,0,0,50.38105444125678,45.0,6508,6,0
73.82,8,6,1,73.70306979296713,53.0,635,2,0
5.93,14,3,0,78.27261078500624,54.0,528,0,0
14.63,18,6,1,58.37733722766342,55.0,5950,10,0
58.05,0,2,0,93.47639013117542,54.0,5901,4,0
57.26,18,4,0,89.32928120727115,91.0,1461,7,0
46.32,18,5,1,61.032907482933645,41.0,1526206,10,0
43.31,14,4,0,23.938480425690305,65.0,92043,6,0
118.16,8,6,1,42.912211291433344,35.0,520,4,0
60.31,2,5,1,127.42877036229457,59.0,614,2,0
32.26,9,4,0,87.55716762058739,43.0,1930,2,0
7.26,10,5,1,17.86961302229188,70.0,4589,11,0
2.31,13,0,0,55.0229011375207,69.0,732,0,0
9.28,19,6,1,92.43649488929601,38.0,88735,13,0
140.24,22,5,1,87.28634792295584,31.0,34153,5,0
389.4,13,4,0,91.05310175726565,49.0,26551,9,0
74.31,12,3,0,72.60292093894286,51.0,35299,5,0
7.49,8,4,0,103.97437057656659,80.0,2518,12,0
33.06,10,0,0,86.99425434352973,36.0,77,3,0
9.28,11,0,0,116.56687020454103,60.0,519,9,0
73.39,7,4,0,35.38644098568424,68.0,308,2,0
74.38,12,2,0,44.91861183203425,54.0,1261,0,0
110.25,16,6,1,89.67585673961112,25.0,4198,10,0
30.06,16,6,1,63.12219607562596,54.0,343,6,0
1.1,21,4,0,74.69563879491562,80.0,184,7,0
35.69,11,5,1,64.04838040289037,66.0,861,3,0
97.98,22,2,0,74.53909547020102,67.0,198,0,0
60.83,13,1,0,72.49185374342856,23.0,1512,11,0
49.36,20,3,0,87.55572305880436,53.0,123,1,0
1.48,13,6,1,61.953954053863264,64.0,297,13,0
4.15,20,0,0,31.53183001167727,57.0,2307,6,0
73.91,19,5,1,93.63908835088651,74.0,137067,10,0
202.09,5,5,1,53.94087343882257,42.0,50489,4,0
33.95,21,1,0,62.674993097767846,80.0,95015,10,0
38.66,4,2,0,105.57682985231256,48.0,310,2,0
5.85,1,1,0,86.57104415750193,71.0,1312,12,0
6.19,23,4,0,138.22911828482634,40.0,50835,11,0
155.82,0,5,1,76.99884117192101,81.0,1165,4,0
108.34,15,0,0,55.63782525841843,43.0,1166,7,0
89.91,3,3,0,94.08358858973696,49.0,11250,2,0
590.23,20,2,0,121.32783079398828,44.0,1789,12,0
124.95,3,6,1,36.60842961818652,48.0,1988,12,0
19.36,13,4,0,47.06160182248429,27.0,2504700,9,0
2.18,11,5,1,103.95686768197395,60.0,24645,9,0
41.58,8,3,0,69.33975333134543,23.0,1512,3,0
71.88,1,1,0,105.3630634537113,39.0,3688,9,0
55.61,14,6,1,96.75470002784677,64.0,9993,6,0
118.89,18,2,0,94.50301230094334,42.0,50489,0,0
67.67,23,6,1,95.24219635419266,53.0,725,7,0
53.03,23,1,0,93.29242565518986,78.0,15647,7,0
40.82,4,0,0,107.29213763288962,51.0,9815,4,0
9.41,17,2,0,91.10567002761783,41.0,1970,13,0
5.15,2,6,1,37.5306036760263,65.0,626,9,0
95.3,14,5,1,122.56621437715671,69.0,1758,5,0
3.28,18,6,1,104.52297012663527,28.0,4542,1,0
141.78,20,3,0,36.07639047779781,80.0,2290,6,0
8.9,17,6,1,69.82905055679319,45.0,6508,11,0
136.2,20,4,0,49.59603500127002,46.0,493806,6,0
64.92,21,0,0,94.69808591184253,71.0,4677,10,0
100.82,6,0,0,89.765799760939,67.0,1241364,4,0
9.85,21,5,1,82.54460653956109,86.0,61,5,0
65.39,8,2,0,94.69479351470571,57.0,215,2,0
11.68,13,3,0,77.66133220077425,40.0,601723,5,0
52.29,18,1,0,41.36900890350655,32.0,2395,7,0
470.49,0,6,1,66.8753126777892,45.0,241,8,0
106.01,23,6,1,92.06316355733458,64.0,1762,0,0
9.55,23,4,0,56.55410728784513,60.0,1420,6,0
4.62,12,0,0,45.29055363487852,80.0,128,1,0
136.47,7,2,0,94.2309130439398,65.0,2135,4,0
91.31,19,3,0,96.72184162768788,56.0,365,6,0
39.98,2,0,0,29.215328596137333,36.0,137,9,0
10.69,3,1,0,48.06345389253166,70.0,532,8,0
290.64,15,5,1,121.76798987283001,22.0,2135,11,0
31.54,21,5,1,72.8530178440478,29.0,276896,6,0
69.13,20,6,1,70.9795741197157,22.0,2135,0,0
18.88,19,4,0,69.33833348755324,31.0,34153,12,0
74.5,21,3,0,67.50949660499683,53.0,631,5,0
9.24,2,6,1,49.85156458592155,70.0,1892,9,0
24.27,9,4,0,101.4919736859499,62.0,275,9,0
9.77,12,6,1,30.255577923522967,73.0,1831,6,0
3.46,19,5,1,79.72783145796426,53.0,2121,11,0
94.75,10,6,1,22.2394226025359,50.0,1690,11,0
241.63,6,2,0,105.3266431573688,63.0,192805,0,0
24.47,14,0,0,60.335180485861386,59.0,6434,6,0
2.43,10,5,1,87.92038203771808,36.0,48194,8,0
77.24,15,3,0,76.56610179743745,68.0,2566,7,0
8.75,21,5,1,81.78774547139797,56.0,34496,12,0
19.84,11,3,0,70.25328376499141,41.0,12349,9,0
93.93,11,0,0,120.27797272556788,44.0,395,11,0
54.75,0,2,0,125.15820920608144,75.0,43102,4,0
86.25,23,1,0,84.12177938003725,32.0,95,6,0
154.34,3,4,0,74.87788445779879,70.0,489,11,0
96.08,12,2,0,12.048207360585204,80.0,450,1,0
74.73,15,3,0,65.9807845176881,48.0,198,5,0
149.5,0,0,0,85.87054922069937,40.0,337,12,0
24.65,6,3,0,91.83039061192392,73.0,5778,1,0
72.34,1,5,1,69.17983976074744,28.0,4542,2,0
3.64,19,2,0,93.52895689118061,36.0,217,8,0
9.15,18,4,0,54.1418072470825,52.0,151785,7,0
86.76,10,2,0,66.63540479181512,76.0,331,2,0
59.33,17,6,1,62.34876268695518,26.0,8874,7,0
52.2,0,0,0,30.019803961276537,39.0,7692,2,0
1.21,22,0,0,114.17560289726349,21.0,163415,1,0
112.19,6,4,0,50.24226173709131,38.0,477,4,0
3.94,22,1,0,38.794638281538525,65.0,736284,10,0
3.6,19,0,0,137.12015015923816,52.0,100,12,0
35.16,8,3,0,35.81202773244112,47.0,321,8,0
7.62,18,1,0,93.51170329858279,61.0,4664,6,0
5.3,16,2,0,57.84070629328322,39.0,54767,12,0
85.17,12,5,1,130.5923185460378,40.0,105638,6,0
31.31,20,0,0,92.10998344180327,33.0,608,6,0
26.92,22,2,0,19.713501167017,58.0,248,6,0
57.72,23,3,0,31.431515472946064,77.0,43,6,0
154.07,19,6,1,72.82931744603601,42.0,6006,6,0
57.07,13,4,0,47.62342171394924,53.0,2121,9,0
29.54,21,0,0,107.59184017499416,52.0,5621,11,0
345.36,20,2,0,71.69240858282076,51.0,5895,11,0
233.6,3,6,1,56.13784496325125,60.0,2471,11,0
72.78,13,0,0,83.64163691817686,79.0,6018,10,0
89.46,5,0,0,68.06853482561857,45.0,124967,4,0
74.97,1,2,0,80.54765089284915,36.0,1617,2,0
522.8,21,5,1,103.80533801091929,51.0,824,13,0
156.91,1,6,1,97.3316316771983,72.0,2016,4,0
111.28,22,6,1,91.96849392968689,58.0,413574,7,0
82.34,19,2,0,90.6551842510621,35.0,498,1,0
9.58,18,0,0,101.79806852567671,36.0,302,10,0
208.29,6,4,0,76.73114520909104,55.0,2526,4,0
24.58,20,2,0,11.23384647237164,95.0,397,7,0
313.64,16,5,1,22.058384817677045,34.0,5875,0,0
87.42,7,1,0,102.70767625909198,39.0,737,4,0
57.49,8,5,1,115.77322286122063,78.0,2971,8,0
5.8,23,6,1,74.74970897883578,28.0,10295,9,0
6.14,14,3,0,125.43117134111671,37.0,530,13,0
8.25,20,2,0,52.12421021515792,29.0,4653,11,0
70.87,23,0,0,33.37466982904805,67.0,198,7,0
1.95,19,3,0,104.28901789741738,36.0,722,11,0
3.67,23,6,1,77.72939902962942,39.0,16163,10,0
154.08,0,6,1,56.25993284624135,75.0,427,4,0
49.4,19,0,0,110.04281771977243,59.0,2435,6,0
34.33,15,4,0,125.56392259823282,59.0,1725,7,0
6.11,0,4,0,28.418248096923104,63.0,192805,0,0
9.61,14,0,0,74.52899030847635,46.0,493806,10,0
6.39,7,3,0,69.74712419821084,62.0,1038,8,0
69.08,10,4,0,78.29094124419598,36.0,48194,2,0
80.71,9,0,0,60.66170691475363,60.0,129,2,0
